abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
,https://www.nytimes.com/1968/03/19/archives/six-korean-women-killed.html,,,8,The New York Times,[],[],1968-03-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/bdfd2a60-f4c4-576f-84ad-427987d47fc2,0,nyt://article/bdfd2a60-f4c4-576f-84ad-427987d47fc2,Six Korean Women Killed,1,,Six Korean Women Killed,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
S Korean employes of US mil command vote to strike after Feb 19; demands include 30% raise,https://www.nytimes.com/1966/02/11/archives/korean-aides-of-us-to-strike.html,S Korean employes of US mil command vote to strike after Feb 19; demands include 30% raise,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1966-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/ee325463-0438-5353-9729-7d8693976ab9,0,nyt://article/ee325463-0438-5353-9729-7d8693976ab9,Korean Aides of U.S. to Strike,,,Korean Aides of U.S. to Strike,,,,,[],,
Park grants Xmas clemency to 56 pol prisoners,https://www.nytimes.com/1965/12/25/archives/56-koreans-win-clemency.html,Park grants Xmas clemency to 56 pol prisoners,,16,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/d3f619f7-e5df-525e-92af-a5baf20b88e0,0,nyt://article/d3f619f7-e5df-525e-92af-a5baf20b88e0,56 Koreans Win Clemency,,,56 Koreans Win Clemency,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,FOOD FASHIONS FAMILY FURNISHINGS
"4 UN guards injured, Panmunjom, in fist fight with N Korean guards",https://www.nytimes.com/1969/07/31/archives/fist-fight-at-korean-line.html,"4 UN guards injured, Panmunjom, in fist fight with N Korean guards",,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}]",1969-07-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/1dd6c1d1-54dd-5a70-ba17-f41e9404c5f2,0,nyt://article/1dd6c1d1-54dd-5a70-ba17-f41e9404c5f2,Fist Fight at Korean Line,,,Fist Fight at Korean Line,,,,,[],,
Const amendment giving Park right to seek 3d consecutive term approved in natl referendum; Park spokesman expresses gratitude; Park illus at poll,https://www.nytimes.com/1969/10/18/archives/south-korean-vote-approves-a-3d-term-south-korea-approves-a-third.html,Const amendment giving Park right to seek 3d consecutive term approved in natl referendum; Park spokesman expresses gratitude; Park illus at poll,,1,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1969-10-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/969f66dc-fcd9-51c3-9d26-18df67595752,0,nyt://article/969f66dc-fcd9-51c3-9d26-18df67595752,South Korean Vote Approves a 3d Term; South Korea Approves a Third Term,,,South Korean Vote Approves a 3d Term; South Korea Approves a Third Term,,,,By Takashi Oka,"[{'firstname': 'Takashi', 'middlename': None, 'lastname': 'Oka', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1969/04/11/archives/korean-leads-tokyo-golf.html,,,53,The New York Times,[],[],1969-04-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/8f5a88ce-8cb3-5d69-a332-5ef454486bc2,0,nyt://article/8f5a88ce-8cb3-5d69-a332-5ef454486bc2,Korean Leads Tokyo Golf,1,,Korean Leads Tokyo Golf,,,,,[],,
,https://www.nytimes.com/1965/03/11/archives/koreans-score-china-on-atom.html,,,2,The New York Times,[],[],1965-03-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/42f6fe3b-ef97-506c-a102-af62be1b5916,0,nyt://article/42f6fe3b-ef97-506c-a102-af62be1b5916,Koreans Score China on Atom,1,,Koreans Score China on Atom,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"farm entrepreneur Park Hae-soo's huge success attributed to his willingness to grow many diversified crops, ability to employ new farming techniques and availability of Govt credit; illus",https://www.nytimes.com/1969/07/07/archives/ingenuity-pays-south-korean-rich-harvest-ingenuity-pays-korean.html,"farm entrepreneur Park Hae-soo's huge success attributed to his willingness to grow many diversified crops, ability to employ new farming techniques and availability of Govt credit; illus",,45,The New York Times,[],"[{'name': 'glocations', 'value': 'Far East, South and Southeast Asia and Pacific Areas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGRICULTURE AND AGRICULTURAL PRODUCTS', 'rank': 3, 'major': 'N'}]",1969-07-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/7fa83170-808d-5c23-b859-277707e55998,0,nyt://article/7fa83170-808d-5c23-b859-277707e55998,Ingenuity Pays South Korean Rich Harvest; INGENUITY PAYS KOREAN FARMER,,,Ingenuity Pays South Korean Rich Harvest; INGENUITY PAYS KOREAN FARMER,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BUSINESS AND FINANCE
mil tribunal rejects Choi Yung Oh appeal from death sentence for slaying 2 NCOs,https://www.nytimes.com/1962/10/20/archives/korean-soldiers-plea-denied.html,mil tribunal rejects Choi Yung Oh appeal from death sentence for slaying 2 NCOs,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1962-10-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/5d96ed12-ea46-5b45-8248-20c641ad358d,0,nyt://article/5d96ed12-ea46-5b45-8248-20c641ad358d,Korean Soldier's Plea Denied,,,Korean Soldier's Plea Denied,,,,,[],,
,https://www.nytimes.com/1965/10/31/archives/korean-plans-february-tour.html,,,3,The New York Times,[],[],1965-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/04f1cf30-264a-51f9-8a40-efcc322ceb9a,0,nyt://article/04f1cf30-264a-51f9-8a40-efcc322ceb9a,Korean Plans February Tour,1,,Korean Plans February Tour,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/08/01/archives/korean-olympic-talks-off.html,,,23,The New York Times,[],[],1963-08-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/6f145628-2f27-53f9-81eb-2709eafd8eb4,0,nyt://article/6f145628-2f27-53f9-81eb-2709eafd8eb4,Korean Olympic Talks Off,1,,Korean Olympic Talks Off,,,,,[],,S
,https://www.nytimes.com/1968/06/12/archives/korean-ford-assembly-set.html,,,68,The New York Times,[],[],1968-06-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/66dc5186-24ed-5ce0-a310-734811f507d2,0,nyt://article/66dc5186-24ed-5ce0-a310-734811f507d2,Korean Ford Assembly Set,1,,Korean Ford Assembly Set,,,,,[],,BUSINESS
,https://www.nytimes.com/1969/08/27/archives/3-korean-soldiers-killed.html,,,3,The New York Times,[],[],1969-08-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/003314d6-0953-52f6-8f3c-1aa5c0ae3d01,0,nyt://article/003314d6-0953-52f6-8f3c-1aa5c0ae3d01,3 Korean Soldiers Killed,1,,3 Korean Soldiers Killed,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"2 NK agents killed, 1 captured in clash, 70 mi E of Seoul",https://www.nytimes.com/1965/07/25/archives/2-korean-reds-killed.html,"2 NK agents killed, 1 captured in clash, 70 mi E of Seoul",,14,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/58626522-6a5c-58e9-b22d-83ba2aaab733,0,nyt://article/58626522-6a5c-58e9-b22d-83ba2aaab733,2 Korean Reds Killed,,,2 Korean Reds Killed,,,,,[],,
,https://www.nytimes.com/1966/10/31/archives/south-korean-boxer-wins.html,,,67,The New York Times,[],[],1966-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/7a4054db-5f3c-5f63-a852-5ead17bf47c5,0,nyt://article/7a4054db-5f3c-5f63-a852-5ead17bf47c5,South Korean Boxer Wins,1,,South Korean Boxer Wins,,,,,[],,S
"2 NK agents killed, 1 captured in clash, 70 mi E of Seoul",https://www.nytimes.com/1965/07/25/archives/2-korean-reds-killed.html,"2 NK agents killed, 1 captured in clash, 70 mi E of Seoul",,14,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/58626522-6a5c-58e9-b22d-83ba2aaab733,0,nyt://article/58626522-6a5c-58e9-b22d-83ba2aaab733,2 Korean Reds Killed,,,2 Korean Reds Killed,,,,,[],,
"Kong Le arrives, Pyongyang; demands US end mil aid to Royal Govt",https://www.nytimes.com/1962/06/09/archives/kong-le-in-north-korea.html,"Kong Le arrives, Pyongyang; demands US end mil aid to Royal Govt",,9,The New York Times,[],"[{'name': 'glocations', 'value': 'Laos', 'rank': 1, 'major': 'N'}]",1962-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c821ec7-58f5-58db-85f8-ac83c8871560,0,nyt://article/9c821ec7-58f5-58db-85f8-ac83c8871560,Kong Le in North Korea,,,Kong Le in North Korea,,,,,[],,
"Eli Lilly & Co delivers Salk polio vaccine for 660,000 S Korean children; vaccine was requested by Rusk as Amer-Korean Foundation chmn",https://www.nytimes.com/1966/12/21/archives/polio-vaccine-given-to-korea.html,"Eli Lilly & Co delivers Salk polio vaccine for 660,000 S Korean children; vaccine was requested by Rusk as Amer-Korean Foundation chmn",,8,The New York Times,[],"[{'name': 'persons', 'value': 'RUSK, HOWARD A.', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'INFANTILE PARALYSIS (POLIOMYELITIS)', 'rank': 2, 'major': 'N'}]",1966-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/a09f1191-43e2-5310-afdf-e6cff366cc3d,0,nyt://article/a09f1191-43e2-5310-afdf-e6cff366cc3d,Polio Vaccine Given to Korea,,,Polio Vaccine Given to Korea,,,,,[],,
S Vietnam Natl Liberation Front (Vietcong) sends N Korea message hailing downing of US plane,https://www.nytimes.com/1969/04/21/archives/vietcong-hail-north-koreans.html,S Vietnam Natl Liberation Front (Vietcong) sends N Korea message hailing downing of US plane,,22,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'US RECONNAISSANCE FLIGHTS', 'rank': 2, 'major': 'N'}]",1969-04-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/3996886b-f1ef-501c-b269-59e88d43a95f,0,nyt://article/3996886b-f1ef-501c-b269-59e88d43a95f,Vietcong Hail North Koreans,,,Vietcong Hail North Koreans,,,,,[],,
"analysts of Communist affairs believe destruction of plane was part of long-range N Korean plan to undermine S Korea, shake its confidence in US ability or will to defend it and make nation ripe for dissension and unrest that must precede any Communist take-over; hold incident did not necessarily have united support of N Korea's Communist leadership",https://www.nytimes.com/1969/04/19/archives/south-korea-called-norths-real-target-in-tokyo-south-korea-is.html,"analysts of Communist affairs believe destruction of plane was part of long-range N Korean plan to undermine S Korea, shake its confidence in US ability or will to defend it and make nation ripe for dissension and unrest that must precede any Comm...",,1,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'US RECONNAISSANCE FLIGHTS', 'rank': 4, 'major': 'N'}]",1969-04-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/b6e67997-af9e-5d39-9bc3-9aba1ed82e95,0,nyt://article/b6e67997-af9e-5d39-9bc3-9aba1ed82e95,"South Korea Called North's Real Target; In Tokyo, South Korea Is Believed North's Target",,,"South Korea Called North's Real Target; In Tokyo, South Korea Is Believed North's Target",,,,By Takashi Okaspecial To the New York Times,"[{'firstname': 'Takashi', 'middlename': 'Okaspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Mrs Soon Chun Pak elected Minjung party leader, defeating P Yun",https://www.nytimes.com/1965/06/15/archives/korean-party-elects-leader.html,"Mrs Soon Chun Pak elected Minjung party leader, defeating P Yun",,48,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-06-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/6e8717cb-c273-5449-9d9f-723d9cf7686f,0,nyt://article/6e8717cb-c273-5449-9d9f-723d9cf7686f,Korean Party Elects Leader,,,Korean Party Elects Leader,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,food fashions family furnishings
"SK army officer and 2 in his family killed, Yanggu, by men believed to be NK agents",https://www.nytimes.com/1965/10/25/archives/south-korean-officer-slain.html,"SK army officer and 2 in his family killed, Yanggu, by men believed to be NK agents",,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-10-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/8bef1798-2aa8-5bc6-b388-f9c42484f342,0,nyt://article/8bef1798-2aa8-5bc6-b388-f9c42484f342,South Korean Officer Slain,,,South Korean Officer Slain,,,,,[],,
,https://www.nytimes.com/1962/10/27/archives/korean-truce-aides-to-meet.html,,,38,The New York Times,[],[],1962-10-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/9a3027d1-d638-53d2-b207-19ed503381d4,0,nyt://article/9a3027d1-d638-53d2-b207-19ed503381d4,Korean Truce Aides to Meet,1,,Korean Truce Aides to Meet,,,,,[],,F
,https://www.nytimes.com/1963/10/06/archives/koreas-economy-hurt-by-inflation.html,,,8,The New York Times,[],[],1963-10-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/0dcd00a0-7060-5488-ac8b-137a37254dcf,0,nyt://article/0dcd00a0-7060-5488-ac8b-137a37254dcf,KOREA'S ECONOMY HURT BY INFLATION,1,,KOREA'S ECONOMY HURT BY INFLATION,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/12/16/archives/koreans-protest-junta-move.html,,,55,The New York Times,[],[],1963-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/192a66b8-83d6-594c-aff5-fdc327f0f4db,0,nyt://article/192a66b8-83d6-594c-aff5-fdc327f0f4db,Koreans Protest Junta Move,1,,Koreans Protest Junta Move,,,,,[],,F
Lt Gen Chae Myung Shin slightly wounded in left hand in accident 250 mi NE of Saigon,https://www.nytimes.com/1969/04/17/archives/korea-chief-hurt-in-vietnam.html,Lt Gen Chae Myung Shin slightly wounded in left hand in accident 250 mi NE of Saigon,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CHAE MYUNG SHIN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 3, 'major': 'N'}]",1969-04-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/fb38bc0b-46c1-55f6-b08c-04f77d8beea7,0,nyt://article/fb38bc0b-46c1-55f6-b08c-04f77d8beea7,Korea Chief Hurt in Vietnam,,,Korea Chief Hurt in Vietnam,,,,,[],,
2 SK Navy patrol craft exch fire with 8 NK ships,https://www.nytimes.com/1961/04/08/archives/korean-ships-exchange-fire.html,2 SK Navy patrol craft exch fire with 8 NK ships,,8,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLATIONS', 'rank': 3, 'major': 'N'}]",1961-04-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/f26960d2-6d5e-5d7d-a422-9c6ddb017b8f,0,nyt://article/f26960d2-6d5e-5d7d-a422-9c6ddb017b8f,Korean Ships Exchange Fire,,,Korean Ships Exchange Fire,,,,,[],,
"50,000-watt radio station dedicated, Kanghwa",https://www.nytimes.com/1961/08/09/archives/un-dedicates-korean-radio.html,"50,000-watt radio station dedicated, Kanghwa",,5,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'TELEVISION AND RADIO', 'rank': 4, 'major': 'N'}]",1961-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/d425276d-9cec-57e0-89fc-1cd58123c9e6,0,nyt://article/d425276d-9cec-57e0-89fc-1cd58123c9e6,U.N. Dedicates Korean Radio,,,U.N. Dedicates Korean Radio,,,,,[],,
combined team from N and S Korea to be invited,https://www.nytimes.com/1963/08/08/archives/one-korean-bid-planned.html,combined team from N and S Korea to be invited,,22,The New York Times,[],"[{'name': 'subject', 'value': 'Olympic Games', 'rank': 1, 'major': 'N'}]",1963-08-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/60ac656b-bd91-515b-8d9d-0f2921626ff4,0,nyt://article/60ac656b-bd91-515b-8d9d-0f2921626ff4,One Korean Bid Planned,,,One Korean Bid Planned,,,,,[],,Sports
high-level N Korean Govt delegation on way to Moscow for talks possibly linked to Chinese dispute,https://www.nytimes.com/1967/02/14/archives/korean-reds-go-to-moscow.html,high-level N Korean Govt delegation on way to Moscow for talks possibly linked to Chinese dispute,,10,The New York Times,[],"[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'CHINESE-USSR', 'rank': 2, 'major': 'N'}]",1967-02-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/8f9389d4-94cd-5d12-ba3d-8cb8e540c51a,0,nyt://article/8f9389d4-94cd-5d12-ba3d-8cb8e540c51a,Korean Reds Go to Moscow,,,Korean Reds Go to Moscow,,,,,[],,
Marks 75th birthday,https://www.nytimes.com/1967/06/12/archives/pearl-buck-aids-koreans.html,Marks 75th birthday,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BUCK, PEARL S.', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'WELFARE WORK AND NEEDS', 'rank': 4, 'major': 'N'}]",1967-06-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/ed73ebee-66ed-548b-b12e-cfa72690b4f3,0,nyt://article/ed73ebee-66ed-548b-b12e-cfa72690b4f3,Pearl Buck Aids Koreans,,,Pearl Buck Aids Koreans,,,,,[],,
Sup People's Assembly opens,https://www.nytimes.com/1962/04/07/archives/red-korean-assembly-meets.html,Sup People's Assembly opens,,6,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'NORTH', 'rank': 2, 'major': 'N'}]",1962-04-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/efc190ee-5df4-5b9c-a250-15035c66deb8,0,nyt://article/efc190ee-5df4-5b9c-a250-15035c66deb8,Red Korean Assembly Meets,,,Red Korean Assembly Meets,,,,,[],,
"SEOUL, Korea, Feb. 18-- Gen. Chung Hee Park, head of the ruling junta, said today that he would not run for president in the coming election if all civilian politicians backed the ""revolutionary ideal.""  ",https://www.nytimes.com/1963/02/19/archives/parties-in-korea-get-an-ultimatum.html,,,2,The New York Times,[],[],1963-02-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/2721f019-b366-5e58-b9c5-37da46480ffe,0,nyt://article/2721f019-b366-5e58-b9c5-37da46480ffe,PARTIES IN KOREA GET AN ULTIMATUM,1,,PARTIES IN KOREA GET AN ULTIMATUM,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Sungkyungkwan U students, protesting dismissal of pres, clash with police, Seoul; 81 held",https://www.nytimes.com/1963/06/18/archives/81-korean-students-arrested.html,"Sungkyungkwan U students, protesting dismissal of pres, clash with police, Seoul; 81 held",,7,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 2, 'major': 'N'}]",1963-06-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/6795341c-faa7-5273-93f0-a66fdba7d976,0,nyt://article/6795341c-faa7-5273-93f0-a66fdba7d976,81 Korean Students Arrested,,,81 Korean Students Arrested,,,,,[],,
Rift with Communist China revealed in Peking posters scoring Premier Kim Il Sung 'clique' for slandering Chinese cultural revolution and ingratitude to China,https://www.nytimes.com/1967/02/21/archives/chinese-told-of-korean-rift.html,Rift with Communist China revealed in Peking posters scoring Premier Kim Il Sung 'clique' for slandering Chinese cultural revolution and ingratitude to China,,16,The New York Times,[],"[{'name': 'glocations', 'value': 'CHINA, COMMUNIST', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'NORTH', 'rank': 3, 'major': 'N'}]",1967-02-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/3d815379-64fd-5368-8f41-83c38553d240,0,nyt://article/3d815379-64fd-5368-8f41-83c38553d240,Chinese Told of Korean Rift,,,Chinese Told of Korean Rift,,,,,[],,
"UN charges NK soldiers attacked SK guard post, killed 1 soldier, injured 4",https://www.nytimes.com/1961/09/01/archives/attack-laid-to-korean-reds.html,"UN charges NK soldiers attacked SK guard post, killed 1 soldier, injured 4",,6,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}]",1961-09-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/dd811f51-56a2-5f61-8cd5-a0255e0a313b,0,nyt://article/dd811f51-56a2-5f61-8cd5-a0255e0a313b,Attack Laid to Korean Reds,,,Attack Laid to Korean Reds,,,,,[],,
,https://www.nytimes.com/1968/05/21/archives/korean-pottery-lecture-set.html,,,39,The New York Times,[],[],1968-05-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/7ecef817-a7c9-54c2-acce-9a3c43337b27,0,nyt://article/7ecef817-a7c9-54c2-acce-9a3c43337b27,Korean Pottery Lecture Set,1,,Korean Pottery Lecture Set,,,,,[],,
NK charges UN submarine bombarded NK east coast,https://www.nytimes.com/1961/06/15/archives/north-korean-charge-denied.html,NK charges UN submarine bombarded NK east coast,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}]",1961-06-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/fbe10bba-2940-5e67-968b-88ec8432db60,0,nyt://article/fbe10bba-2940-5e67-968b-88ec8432db60,North Korean Charge Denied,,,North Korean Charge Denied,,,,,[],,
"viewed by thousands, Seoul, Korea",https://www.nytimes.com/1962/08/02/archives/koreans-view-glenns-capsule.html,"viewed by thousands, Seoul, Korea",,2,The New York Times,[],"[{'name': 'subject', 'value': 'ASTRONAUTICS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FRENCH PROJECTS (GENERAL)', 'rank': 2, 'major': 'N'}]",1962-08-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/e06f1308-eb5a-5b5e-bb2f-9a43b2375a6c,0,nyt://article/e06f1308-eb5a-5b5e-bb2f-9a43b2375a6c,Koreans View Glenn's Capsule,,,Koreans View Glenn's Capsule,,,,,[],,
ed on Pak emergence as coup strong man,https://www.nytimes.com/1961/07/04/archives/korean-strong-man-to-the-fore.html,ed on Pak emergence as coup strong man,,18,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1961-07-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/0641729a-b454-51ea-86b1-4c0f3fd544ac,0,nyt://article/0641729a-b454-51ea-86b1-4c0f3fd544ac,Korean Strong Man to the Fore,,,Korean Strong Man to the Fore,,,,,[],,
,https://www.nytimes.com/1965/09/21/archives/south-korea-sending-men.html,,,2,The New York Times,[],[],1965-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d8a9654e-ac80-58f6-8ea8-1f14e3109bec,0,nyt://article/d8a9654e-ac80-58f6-8ea8-1f14e3109bec,South Korea Sending Men,1,,South Korea Sending Men,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"charges US and UN with violations, Panmunjom",https://www.nytimes.com/1961/01/25/archives/north-koreans-accuse-us.html,"charges US and UN with violations, Panmunjom",,5,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}]",1961-01-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/7c6876a7-fb6c-5762-b602-e3f70dd79e53,0,nyt://article/7c6876a7-fb6c-5762-b602-e3f70dd79e53,North Koreans Accuse U.S.,,,North Koreans Accuse U.S.,,,,,[],,
,https://www.nytimes.com/1967/02/24/archives/south-korean-ring-victor.html,,,40,The New York Times,[],[],1967-02-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/b7d30649-92e3-5f55-b229-1978c5b03190,0,nyt://article/b7d30649-92e3-5f55-b229-1978c5b03190,South Korean Ring Victor,1,,South Korean Ring Victor,,,,,[],,S
